1668709800 !AIVDM,1,1,,B,13irNr3vBPUeJT`3wkmddr?l8H0I,0*73
1668709804 !AIVDM,1,1,,B,19NSRR@000UeR0j3vGma=@l:082u,0*12
1668709806 !AIVDM,1,1,,B,16=q?=PP005ePE`3v;nJk?v:0L0u,0*32
1668709825 !AIVDM,1,1,,B,19NSRR@000UeR163vGmaS0lj0<12,0*41
1668709836 !AIVDM,1,1,,B,16=q?=@P01UeQD03vj3>4?w82@EP,0*69
1668709843 !AIVDM,1,1,,B,19NSRR@000UeR1>3vGmqUhmH0D12,0*5C
1668709857 !AIVDM,1,1,,B,16=q?=@P02UeQD03vj2v4?wj26Ap,0*23
1668709864 !AIVDM,1,1,,B,19NSRR@000UeR0t3vGnaOPl806At,0*13
1668709883 !AIVDM,1,1,,B,13irNr302OUeIN03wwV<UJ8f88>E,0*1A
1668709885 !AIVDM,1,1,,B,19NSRR@000UeR0t3vGnqMPlj08?1,0*66
1668709895 !AIVDM,2,1,4,B,56jFm002<a7wQ4lV220m=>0M850PDpF222222216@`:8:6W`N<k2hk@`,0*38
1668709895 !AIVDM,2,2,4,B,888888888888880,2*23
1668709903 !AIVDM,1,1,,B,19NSRR@000UeR103vGnIlPmF0@Ik,0*43
1668709907 !AIVDM,1,1,,B,16=q?=PP015ePE`3v;nHGOwL08Kq,0*11
1668709924 !AIVDM,1,1,,B,19NSRR@000UeR1>3vGn9?Pl:00Rl,0*7F
1668709926 !AIVDM,1,1,,B,16=q?=PP005ePE`3v;mqOOv:0D0t,0*57
1668709931 !AIVDM,1,1,,B,13irNr3u2OUeHlh4065<OJ2D8874,0*0C
1668709931 !AIVDM,2,1,5,B,5815<Q02>8cEKMT7:20=E=<hE:22222222222216E@lH66=<0>p32hk@,0*7D
1668709931 !AIVDM,2,2,5,B,`88888888888880,2*7A
1668709945 !AIVDM,1,1,,B,19NSRR@000UeR1r3vGsq?@lj06B0,0*6C
1668709959 !AIVDM,2,1,6,B,59NSRRH2F>CTCED;:20I<j0dDh4pN22222222216Ch>A76pfNDjCU5E;,0*73
1668709959 !AIVDM,2,2,6,B,C2hk@`888888880,2*73
1668709963 !AIVDM,1,1,,B,19NSRR@000UeR1l3vGrp4hmF0<11,0*04
1668709967 !AIVDM,1,1,,B,16=q?=PP005ePE`3v;l7VgwL06B0,0*12
1668709971 !AIVDM,1,1,,B,3815GW5P005eNOr3vRkImEtf0Dg:,0*5A
1668709974 !AIVDM,1,1,,B,36jFm050005eRVd3vjwPtRKd0000,0*65
1668709980 !AIVDM,1,1,,B,13irNr31BNUeH9D40<GdMb3l8<23,0*65
1668709983 !AIVDM,1,1,,B,19NSRR@000UeR2@3vGhpT0l80H2W,0*67
1668709986 !AIVDM,1,1,,B,16=q?=PP015ePE`3v;lFFwv:0@4A,0*64
