1673116201 !AIVDM,1,1,,A,13irNr30005eJ=l3vKN`1VKH8<1<,0*06
1673116202 !AIVDM,2,1,2,A,53irNr82EdwdiQ<T0008tpqV18UHE800000000162J<??6b=NI14QA1j,0*7F
1673116202 !AIVDM,2,2,2,A,CQp3l4h00000000,2*77
1673116280 !AIVDM,1,1,,A,13irNr30005eJ=l3vKNcRVJ68D1;,0*66
1673116300 !AIVDM,1,1,,A,13irNr31@05eJ=l3vKNcS6Lf8<1;,0*58
1673116321 !AIVDM,1,1,,A,13irNr30005eJ=l3vKNTPVKH86B0,0*26
1673116340 !AIVDM,1,1,,A,13irNr30005eJ=l3vKNTPVJ48@;e,0*01
1673116360 !AIVDM,1,1,,A,13irNr31@05eJ=l3vKNcRnLf88Go,0*27
1673116381 !AIVDM,1,1,,A,13irNr30005eJ=l3vKNTPnMH80S?,0*00
1673116400 !AIVDM,1,1,,A,13irNr30005eJ=l3vKNTPnL48<1<,0*10
1673116409 !AIVDM,2,1,3,A,5815<Q02>8cEKMT7:20=E=<hE:22222222222216E@lH66=<0>p32hk@,0*78
1673116409 !AIVDM,2,2,3,A,`88888888888880,2*7F
1673116420 !AIVDM,1,1,,A,13irNr30005eJ=l3vKN`1nLf86B4,0*66
1673116431 !AIVDM,1,1,,A,34`UwFm000UeKM<3vGkWdpKR8DiJ,0*1E
1673116441 !AIVDM,1,1,,A,13irNr30005eJ=l3vKN`1nMH8L1<,0*48
1673116460 !AIVDM,1,1,,A,13irNr31@05eJ=l3vKN`26L488;e,0*38
1673116480 !AIVDM,1,1,,A,13irNr30005eJ=l3vKN`1nLh80SI,0*02
1673116501 !AIVDM,1,1,,A,13irNr30005eJ=l3vKN`1nMJ8H0h,0*1B
1673116513 !AIVDM,1,1,,A,36?UgvE001UeS?T3vca2wp`F0000,0*70
1673116520 !AIVDM,1,1,,A,13irNr30005eJ=l3vKNcRnL686B<,0*5E
1673116521 !AIVDM,1,1,,A,3815<Q5000UePe63v:4HSPNV0000,0*6A
