0,636020811,-6919.736418000449,6169.214750999979,8.1,111.0
280,636020811,-5990.0586830007005,5824.128155999914,6.0,121.9
420,636020811,-5655.085736999878,5619.521256999941,4.9,115.3
581,636020811,-5328.892772000579,5455.924648999975,3.8,121.7
599,636020811,-5298.329547000354,5435.919628999943,3.7,121.4
621,636020811,-5264.654430000089,5412.358161000006,3.5,122.8
800,636020811,-5037.708591999757,5243.315741999969,2.7,129.1
820,636020811,-5017.147876999548,5226.200335999945,2.6,125.9
1080,636020811,-4785.423062000226,5026.150135999918,1.9,129.5
1860,636020811,-4705.847538000554,4853.884685999925,1.5,278.7
1880,636020811,-4721.406998000755,4856.552022000002,1.6,283.1
2241,636020811,-5042.932124999204,4784.4228109999885,1.8,245.5
2319,636020811,-5109.393247000399,4752.414778999956,1.6,245.6
2439,636020811,-5178.1882880004405,4735.188233999917,0.7,300.9
2720,636020811,-4675.617729999488,4609.267746999985,6.9,124.1
2741,636020811,-4615.936087000128,4568.146316999963,7.1,123.7
2799,636020811,-4429.778261999476,4433.223570999958,7.7,129.4
3061,636020811,-3604.7934650007396,3749.385303999925,7.9,127.8
3081,636020811,-3538.1100650001054,3694.149221000002,7.9,128.9
3201,636020811,-3160.015187000757,3379.8481289999963,7.8,128.7
3281,636020811,-2915.5093870005376,3176.6860369999285,7.4,129.3
3380,636020811,-2637.884165000229,2943.849831999958,6.7,130.1
3440,636020811,-2480.400201999834,2812.4835339999563,6.4,128.5
3541,636020811,-2217.4453280003913,2590.427811999913,6.7,130.8
3560,636020811,-2164.209747000551,2547.639296999954,7.0,129.6
3601,636020811,-2042.4014030001085,2445.1691389999437,7.6,130.1
3640,636020811,-1918.481418000259,2340.365062000002,8.2,130.5
3661,636020811,-1847.6858750005306,2282.1282259999566,8.5,129.3
3700,636020811,-1712.429711999294,2167.0993609999678,8.9,130.4
3720,636020811,-1638.1888600003674,2104.5281040000073,9.1,129.3
3800,636020811,-1337.335587000267,1861.9116669999526,9.6,129.1
3940,636020811,-819.6501249995704,1364.1200859999637,10.0,134.2
4020,636020811,-553.1388029996308,1062.3777009999365,9.3,139.2
4061,636020811,-434.3312119995089,910.6729659999545,8.9,143.8
4080,636020811,-384.87435699960446,839.2105889999355,8.8,145.1
4100,636020811,-330.9719419998683,761.0798719999715,8.7,145.0
4121,636020811,-280.62597500062924,688.3949659999789,8.5,145.6
4160,636020811,-189.49199500013088,544.6922389999309,7.9,149.0
4181,636020811,-148.59284300073162,473.0075839999795,7.5,150.7
4220,636020811,-78.57527300061841,349.64329399991163,6.7,150.5
4241,636020811,-44.789017000633976,291.51759699998,6.4,149.1
4260,636020811,-13.114402000056302,239.28226699998328,6.1,148.8
4281,636020811,18.33793499950319,182.93479400000405,5.8,150.2
4301,636020811,46.45610199958375,127.5875719999672,5.6,151.6
4320,636020811,69.23959700049802,82.57627699999313,5.4,152.0
4341,636020811,95.57954000033003,32.3414489999799,5.2,152.3
4361,636020811,121.36378799998565,-16.893127999992217,5.0,152.4
4380,636020811,141.368808000018,-56.56975100001031,4.8,153.0
4401,636020811,164.48572000009045,-101.0253510000054,4.6,153.4
4421,636020811,185.3798519994574,-144.59183900007366,4.5,154.6
4461,636020811,223.94508500001112,-229.72431300002924,4.3,156.4
4481,636020811,242.8387149996907,-269.40093600004735,4.2,154.8
4500,636020811,260.2875379998593,-306.4102230000874,4.1,152.3
4521,636020811,282.6264770003166,-345.19773400007995,4.0,148.9
4541,636020811,303.9651650001405,-379.0951290000799,3.9,145.6
4581,636020811,358.4232750000531,-439.9993010000051,3.7,136.8
4620,636020811,412.10341200035043,-488.1224880000193,3.5,128.5
4641,636020811,442.66663700057535,-509.4611760000406,3.3,123.8
4660,636020811,469.5622750005837,-525.0206360000439,3.0,118.7
4680,636020811,497.9027200001031,-539.4687060000891,2.8,116.2
4687,636020811,506.01586700015133,-543.1362930000096,2.8,115.2
4707,636020811,530.6887249994542,-552.5831080000468,2.6,110.5
4720,636020811,548.6932429997992,-558.0289190000183,2.5,105.9
4740,636020811,572.6992670007855,-561.9187840000684,2.3,98.2
4760,636020811,595.149344999383,-562.2522010000163,2.1,88.6
4780,636020811,615.1543649994153,-559.1403090000749,1.9,79.1
4800,636020811,632.7143269993032,-553.1388030000257,1.8,72.3
4840,636020811,665.7226099996725,-537.0236480000435,1.7,61.1
4920,636020811,729.9609520001625,-500.2366390000345,1.8,60.4
4960,636020811,763.7472080001469,-480.3427580000177,1.9,61.7
4980,636020811,781.5294479994736,-471.8961940000216,2.1,65.8
5000,636020811,804.3129430003879,-463.11621300007755,2.1,67.9
5020,636020811,825.7627699999313,-455.5587610000083,2.1,70.5
5060,636020811,864.4391420002044,-441.1106910000617,1.9,68.8
5080,636020811,881.1099920007578,-436.1094360000536,1.5,75.9
5380,636020811,951.9055350004862,-436.9985480000792,0.1,135.6
5400,636020811,953.0169249992596,-436.1094360000536,0.1,135.6
7015,636020811,966.353605000334,-431.9972930000711,0.0,73.2
7375,636020811,964.1308249996285,-426.8848990000475,0.0,73.2
10615,636020811,965.5756320007189,-430.7747639999989,0.0,73.2
10974,636020811,958.0181799992677,-430.7747639999989,0.0,73.2
11334,636020811,966.353605000334,-432.2195710000035,0.0,73.2
24480,636020811,962.1303229999412,-430.3302080000355,0.0,73.2
