0,253665000,-1979.0521730005325,3045.6531559999735,13.3,147.5
0,253665000,-1975.2734470005967,3040.0962059999865,13.3,147.5
7,253665000,-1951.26742299961,2999.419331999927,13.3,151.2
14,253665000,-1929.0396230004517,2956.7419559999835,13.2,152.4
21,253665000,-1908.5900469999624,2919.732668999943,13.2,152.7
81,253665000,-1730.7676470003767,2549.3063819999893,13.1,153.5
100,253665000,-1673.4199229998628,2432.610431999965,13.2,154.5
160,253665000,-1480.7048969999723,2069.5193189999504,13.3,149.3
201,253665000,-1338.1135599998822,1825.013518999928,13.3,149.5
220,253665000,-1282.5440599996168,1704.6499819999835,13.3,156.5
240,253665000,-1236.1990969997526,1574.9507689999186,13.2,164.5
261,253665000,-1204.746760000193,1436.0270189999462,13.1,171.0
280,253665000,-1186.1865469996717,1315.6634820000017,13.1,173.4
300,253665000,-1171.4050600006656,1178.5179559999817,12.9,175.1
321,253665000,-1160.2911600002967,1039.5942059999106,12.6,176.2
381,253665000,-1154.7342100001122,667.2785559999887,11.3,185.6
400,253665000,-1173.2944230006335,563.5858690000053,10.9,193.0
407,253665000,-1182.518959999455,526.5765819999652,10.7,195.8
454,253665000,-1310.3288100005393,333.8615559999761,8.2,231.1
460,253665000,-1328.8890229994813,320.9694319999508,7.8,236.3
474,253665000,-1377.0122099995942,293.18468199991685,7.4,241.3
480,253665000,-1397.350647000364,282.07078199994277,7.2,242.0
494,253665000,-1443.6956100002285,259.8429819999946,7.0,245.2
508,253665000,-1486.2618470001569,241.28276899996678,6.8,249.2
520,253665000,-1525.1604969998689,226.50128199997357,6.8,249.5
540,253665000,-1595.622623000439,204.27348199992667,6.6,251.2
561,253665000,-1664.0842469997424,182.04568199997846,6.5,252.2
714,253665000,-1984.6091230007169,-56.90316800005691,4.0,206.1
721,253665000,-1990.166072999322,-69.90643099999896,3.9,203.2
727,253665000,-1995.7230229995066,-79.13096800000511,3.8,200.8
880,253665000,-2073.52032300051,-299.6307440000282,2.2,200.4
961,253665000,-2099.4157099998847,-373.64931800000966,1.7,196.2
1000,253665000,-2106.862023000037,-403.3234310000116,1.4,192.3
1160,253665000,-2116.086560000438,-499.68094400005555,0.9,181.9
1181,253665000,-2116.086560000438,-507.016117999995,0.7,176.7
1261,253665000,-2114.19719700047,-529.243918000042,0.4,176.1
1301,253665000,-2114.19719700047,-538.5795940000636,0.4,182.3
1320,253665000,-2112.4189730002217,-540.357818000016,0.4,179.2
1460,253665000,-2112.4189730002217,-566.3643439999988,0.4,176.9
1481,253665000,-2112.4189730002217,-570.031931000018,0.3,195.9
1520,253665000,-2112.4189730002217,-570.031931000018,0.1,357.1
1541,253665000,-2112.4189730002217,-568.14256800005,0.2,356.6
1741,253665000,-2123.532873000591,-531.1332810000099,0.3,1.8
1900,253665000,-2129.089823000775,-508.9054810000617,0.5,357.9
2121,253665000,-2114.19719700047,-479.2313680000598,0.5,84.4
2140,253665000,-2110.529610000254,-477.4531440000086,0.5,79.0
