ID,Timestamp,MMSI,Latitude,Longitude,Speed,Course,Heading
266,1668539036,417222374,6.956638,79.856147,0.0,201.6,87
267,1668539057,417222374,6.956643,79.85614,0.0,253.3,87
268,1668539066,419001408,6.954092,79.855095,0.0,271.7,94
269,1668539077,417222374,6.956647,79.856133,0.0,257.2,87
270,1668539079,417222444,6.959747,79.853482,2.3,66.9,78
271,1668539084,419001408,6.954122,79.85509,0.0,271.7,94
272,1668539096,417222374,6.956647,79.856123,0.1,244.2,87
273,1668539117,417222374,6.956643,79.856115,0.1,242.9,87
274,1668539122,253665000,6.9511,79.825583,0.3,1.8,178
275,1668539126,419001408,6.954103,79.855073,0.0,271.7,94
276,1668539137,417222374,6.956642,79.856112,0.0,250.2,87
277,1668539153,417222424,6.941908,79.845927,0.0,49.9,195
278,1668539155,455456000,6.957638,79.85356,0.0,24.2,77
279,1668539156,417222374,6.95664,79.856107,0.0,250.2,87
280,1668539174,417222424,6.941913,79.845932,0.0,46.9,195
281,1668539177,417222374,6.95664,79.856107,0.0,250.2,87
282,1668539183,419001386,6.946617,79.84585,0.1,216.0,189
283,1668539184,215992000,6.946038,79.832593,0.0,295.5,270
284,1668539193,417222424,6.941915,79.84592,0.0,39.4,195
285,1668539197,417222374,6.956642,79.856108,0.0,260.6,87
286,1668539202,636022436,6.936693,79.72985,0.2,33.4,129
287,1668539213,417222424,6.941917,79.845915,0.0,0.0,195
288,1668539216,417222374,6.956645,79.856113,0.0,260.6,87
289,1668539227,419000313,6.95454,79.85571,0.0,192.5,276
290,1668539253,417222424,6.941918,79.845923,0.0,28.9,195
291,1668539257,417222374,6.956635,79.856128,0.0,260.6,87
292,1668539273,417222424,6.941908,79.845932,0.0,31.0,195
293,1668539276,417222374,6.956633,79.856128,0.0,260.6,87
294,1668539281,253665000,6.9513,79.825533,0.5,357.9,177
295,1668539287,636018145,7.010235,79.788073,7.7,101.2,105
296,1668539294,417222424,6.941897,79.845933,0.0,0.0,195
297,1668539297,417222374,6.956635,79.856128,0.0,260.6,87
298,1668539313,417222424,6.9419,79.845935,0.0,32.2,195
299,1668539316,417222374,6.95663,79.856127,0.0,260.6,87
300,1668539319,417222444,6.959923,79.854855,0.7,93.2,90
301,1668539327,636018145,7.009968,79.789447,7.3,101.0,105
302,1668539334,417222424,6.941903,79.845935,0.0,31.8,195
303,1668539345,419001408,6.954078,79.855088,0.0,271.7,94
304,1668539348,636018145,7.00982,79.790137,7.2,103.4,105
305,1668539354,417222424,6.941903,79.845932,0.0,0.0,195
306,1668539357,417222374,6.95663,79.856118,0.0,260.6,87
307,1668539364,419001408,6.954095,79.855082,0.0,271.7,94
308,1668539373,417222424,6.941912,79.845922,0.0,0.0,195
309,1668539376,417222374,6.956628,79.856118,0.0,260.6,87
310,1668539385,419001408,6.954107,79.855082,0.0,271.7,94
311,1668539394,417222424,6.941913,79.845942,0.0,16.4,195
312,1668539397,417222374,6.956625,79.856117,0.0,260.6,87
313,1668539408,636018145,7.009468,79.79205,6.7,102.4,105
314,1668539414,417222424,6.941908,79.845917,0.0,0.0,195
315,1668539417,417222374,6.956623,79.856115,0.0,260.6,87
316,1668539424,419001408,6.9541,79.85511,0.0,271.7,94
317,1668539433,417222424,6.941888,79.845943,0.0,7.3,195
318,1668539436,417222374,6.956625,79.85611,0.0,260.6,87
319,1668539457,417222374,6.956635,79.856118,0.0,260.6,87
320,1668539474,417222424,6.941903,79.845883,0.0,9.4,195
321,1668539477,417222374,6.956637,79.856125,0.0,260.6,87
322,1668539482,538004612,6.940205,79.847102,0.0,331.0,16
323,1668539502,253665000,6.951567,79.825667,0.5,84.4,170
324,1668539505,419001408,6.954088,79.855078,0.0,271.7,94
325,1668539514,417222424,6.941888,79.845888,0.0,0.0,195
326,1668539515,455456000,6.957693,79.853672,0.0,24.2,77
327,1668539521,253665000,6.951583,79.8257,0.5,79.0,167
328,1668539525,419001408,6.954077,79.855112,0.0,271.7,94
329,1668539537,417222374,6.956628,79.856125,0.0,260.6,87
330,1668539543,419001386,6.9467,79.8458,0.0,228.0,189
331,1668539545,215992000,6.946038,79.83259,0.0,328.1,270
332,1668539548,636018145,7.008527,79.79614,6.4,104.8,113
333,1668539556,417222374,6.95663,79.856123,0.0,260.6,87
334,1668539562,636022436,6.93682,79.729837,0.1,37.2,135
335,1668539569,477714100,6.946072,79.837357,0.0,110.7,270
336,1668539577,417222374,6.956627,79.856122,0.0,260.6,87
337,1668539585,419001408,6.95411,79.855072,0.0,271.7,94
338,1668539597,417222374,6.956625,79.85612,0.0,260.6,87
339,1668539616,417222374,6.956625,79.856118,0.0,260.6,87
340,1668539627,636018145,7.007847,79.798237,5.7,104.7,118
341,1668539637,417222374,6.956622,79.856122,0.0,260.6,87
342,1668539641,636018145,7.00776,79.798602,5.6,104.2,123
343,1668539657,417222374,6.956625,79.856122,0.0,260.6,87
344,1668539661,253665000,6.951617,79.825833,0.3,67.7,155
345,1668539675,636018145,7.00751,79.799433,5.6,107.1,137
346,1668539676,417222374,6.956625,79.856118,0.0,260.6,87
347,1668539678,417222444,6.959813,79.855613,0.2,96.8,89
348,1668539682,253665000,6.951633,79.825867,0.5,64.8,151
349,1668539697,417222374,6.956632,79.856113,0.0,260.6,87
350,1668539701,253665000,6.951667,79.825917,0.7,66.9,147
351,1668539705,419001408,6.954122,79.855068,0.0,271.7,94
352,1668539713,417222424,6.941872,79.845913,0.0,345.8,194
353,1668539717,417222374,6.956633,79.856112,0.0,260.6,87
354,1668539718,417222444,6.95982,79.855627,0.1,93.1,91
355,1668539733,417222424,6.941885,79.845887,0.0,341.7,194
356,1668539735,636018145,7.00677,79.800587,4.5,130.7,164
357,1668539736,417222374,6.956635,79.856115,0.0,260.6,87
358,1668539741,636018145,7.006668,79.800683,4.3,135.2,166
359,1668539742,253665000,6.951717,79.82605,0.6,69.9,136
360,1668539747,636018145,7.006582,79.800767,4.2,136.5,168
361,1668539753,417222424,6.94192,79.845895,0.0,0.0,194
362,1668539754,636018145,7.006475,79.80085,4.0,141.2,172
363,1668539757,417222374,6.956632,79.856108,0.0,260.6,87
364,1668539761,636018145,7.006368,79.800928,4.0,142.2,174
365,1668539767,636018145,7.006277,79.800988,3.9,146.8,176
366,1668539777,417222374,6.956625,79.856115,0.0,260.6,87
367,1668539782,253665000,6.9517,79.826183,1.6,118.0,128
368,1668539796,417222374,6.956628,79.856118,0.0,260.6,87
369,1668539801,636018145,7.005753,79.801238,3.4,158.4,188
370,1668539806,253665000,6.951583,79.82645,3.4,113.2,119
371,1668539807,636018145,7.005662,79.80127,3.4,160.4,190
372,1668539837,417222374,6.956627,79.856122,0.0,260.6,87
373,1668539842,538004612,6.9402,79.847107,0.0,331.0,16
374,1668539848,253665000,6.951367,79.827233,4.3,98.2,101
375,1668539856,417222374,6.956625,79.856122,0.0,260.6,87
376,1668539868,253665000,6.951367,79.827617,4.2,82.3,88
377,1668539873,417222424,6.941882,79.845917,0.0,0.0,195
378,1668539875,455456000,6.957718,79.853705,0.0,24.2,77
379,1668539875,253665000,6.9514,79.82775,4.3,79.6,83
380,1668539888,253665000,6.95145,79.828017,4.6,77.5,76
381,1668539893,417222424,6.941883,79.845888,0.0,0.0,195
382,1668539895,253665000,6.951483,79.82815,4.7,73.1,72
383,1668539896,417222374,6.956625,79.856133,0.0,260.6,87
384,1668539903,419001386,6.946667,79.845883,0.0,267.0,189
385,1668539905,215992000,6.946035,79.832592,0.0,257.9,270
386,1668539908,253665000,6.9516,79.828433,5.1,65.4,64
387,1668539912,417222424,6.94188,79.845895,0.0,0.0,195
388,1668539915,253665000,6.951683,79.828583,5.2,63.2,61
389,1668539916,417222374,6.956632,79.856143,0.0,260.6,87
390,1668539922,253665000,6.95175,79.82875,5.3,62.9,58
391,1668539922,636022436,6.937048,79.729905,0.2,37.2,137
392,1668539933,417222424,6.94188,79.845895,0.0,123.8,195
393,1668539937,417222374,6.956632,79.856143,0.0,260.6,87
394,1668539954,417222424,6.94188,79.845898,0.0,130.7,195
395,1668539956,417222374,6.95663,79.85614,0.0,260.6,87
396,1668539962,253665000,6.952267,79.829583,5.3,55.2,52
397,1668539972,417222424,6.941878,79.845908,0.0,0.0,195
398,1668539977,417222374,6.956635,79.856138,0.0,260.6,87
399,1668539988,636018145,7.003268,79.800867,3.1,214.3,247
400,1668539993,417222424,6.941873,79.845913,0.0,120.0,195
401,1668539997,417222374,6.95664,79.856132,0.0,260.6,87
402,1668540002,253665000,6.9529,79.830367,5.8,47.2,45
403,1668540014,417222424,6.941868,79.845915,0.0,0.0,195
404,1668540016,417222374,6.956633,79.856108,0.0,260.6,87
405,1668540027,636018145,7.00287,79.800477,3.1,226.8,260
406,1668540032,417222424,6.941863,79.845918,0.0,0.0,195
407,1668540037,417222374,6.95663,79.856107,0.0,260.6,87
408,1668540041,636018145,7.002748,79.800305,3.1,233.3,265
409,1668540042,253665000,6.95385,79.831283,8.5,40.4,40
410,1668540053,417222424,6.941865,79.845915,0.0,0.0,195
411,1668540055,636018145,7.002652,79.800148,3.0,239.0,269
412,1668540057,417222374,6.956628,79.856107,0.0,260.6,87
413,1668540061,636018145,7.002617,79.80006,3.1,237.8,271
414,1668540076,417222374,6.956628,79.856113,0.0,260.6,87
415,1668540092,417222424,6.941882,79.845912,0.0,0.0,195
416,1668540095,636018145,7.002455,79.799643,2.8,249.7,281
417,1668540097,417222374,6.956632,79.856113,0.0,260.6,87
418,1668540117,417222374,6.956632,79.856122,0.0,260.6,87
419,1668540134,417222424,6.941912,79.845892,0.0,141.3,195
420,1668540136,417222374,6.956632,79.856123,0.0,260.6,87
421,1668540154,253665000,6.95935,79.83435,14.4,20.2,19
422,1668540157,417222374,6.956633,79.856122,0.0,260.6,87
423,1668540162,253665000,6.959867,79.834533,14.5,17.6,17
424,1668540166,253665000,6.960067,79.8346,14.7,17.6,17
425,1668540173,417222424,6.941888,79.84591,0.0,133.3,195
426,1668540177,417222374,6.956638,79.856118,0.0,260.6,87
427,1668540182,253665000,6.961133,79.834883,14.9,14.2,13
428,1668540187,636018145,7.002355,79.798582,2.4,269.2,300
429,1668540194,417222424,6.941882,79.845925,0.0,0.0,195
430,1668540196,417222374,6.956635,79.856118,0.0,260.6,87
431,1668540202,538004612,6.940195,79.847107,0.0,331.0,16
432,1668540214,253665000,6.963367,79.835233,15.2,3.5,3
433,1668540217,417222374,6.956625,79.856133,0.0,260.6,87
434,1668540217,253665000,6.963567,79.83525,15.3,3.5,1
435,1668540222,253665000,6.963917,79.835267,15.1,0.9,359
436,1668540226,253665000,6.9642,79.835267,15.2,0.1,358
437,1668540234,455456000,6.95768,79.853692,0.0,24.2,77
438,1668540237,417222374,6.956622,79.856127,0.0,260.6,87
439,1668540242,253665000,6.965283,79.835217,15.3,356.4,354
440,1668540246,253665000,6.96565,79.8352,15.3,355.8,353
441,1668540256,417222374,6.956622,79.856125,0.0,260.6,87
442,1668540262,419001386,6.946633,79.8458,0.0,233.0,189
443,1668540264,215992000,6.946032,79.832593,0.0,222.5,270
444,1668540290,477714100,6.946118,79.837272,0.0,179.7,270
445,1668540296,417222374,6.956622,79.856122,0.0,260.6,87
446,1668540307,419000313,6.954555,79.855733,0.0,201.5,276
447,1668540314,417222424,6.941878,79.845923,0.0,64.3,195
448,1668540316,417222374,6.956622,79.856125,0.0,260.6,87
