ID,Timestamp,MMSI,Latitude,Longitude,Speed,Course,Heading
0,1668537023,419001386,6.946783,79.84575,0.0,248.0,189
1,1668537024,215992000,6.946033,79.832598,0.0,180.1,270
2,1668537035,477714100,6.947795,79.837005,0.2,202.8,289
3,1668537054,477714100,6.947757,79.837005,0.2,187.7,290
4,1668537056,417222374,6.95666,79.856217,0.0,14.2,87
5,1668537064,419001408,6.954103,79.855083,0.0,271.7,95
6,1668537065,419000313,6.954563,79.85577,0.1,218.6,276
7,1668537084,419001408,6.954103,79.855077,0.0,271.7,95
8,1668537095,477714100,6.947672,79.837032,0.3,182.6,290
9,1668537097,417222374,6.956642,79.856178,0.0,14.2,87
10,1668537104,419001408,6.954107,79.855077,0.0,271.7,95
11,1668537114,477714100,6.947635,79.837037,0.3,184.2,290
12,1668537116,417222374,6.956617,79.856177,0.0,14.2,87
13,1668537124,419001408,6.954117,79.855082,0.0,271.7,95
14,1668537135,477714100,6.947587,79.837012,0.5,181.6,290
15,1668537144,419001408,6.954122,79.855093,0.0,271.7,95
16,1668537155,477714100,6.947547,79.836977,0.6,181.8,289
17,1668537156,417222374,6.956622,79.856178,0.0,283.0,87
18,1668537165,419001408,6.954105,79.855093,0.0,271.7,95
19,1668537174,477714100,6.947535,79.836973,0.7,183.2,287
20,1668537175,417222374,6.956612,79.856193,0.0,283.0,87
21,1668537184,419001408,6.954093,79.855092,0.0,271.7,95
22,1668537195,477714100,6.947497,79.837003,0.8,181.8,286
23,1668537196,417222374,6.956687,79.856227,0.0,283.0,87
24,1668537213,417222424,6.941867,79.845923,0.0,0.0,195
25,1668537216,417222374,6.95668,79.856205,0.0,283.0,87
26,1668537234,417222424,6.941863,79.84593,0.0,0.0,195
27,1668537234,477714100,6.947475,79.83701,0.7,180.0,283
28,1668537235,417222374,6.956665,79.856193,0.0,283.0,87
29,1668537246,419001408,6.954097,79.855088,0.0,271.7,95
30,1668537264,419001408,6.95408,79.855092,0.0,271.7,95
31,1668537276,417222374,6.956638,79.856173,0.0,283.0,87
32,1668537295,417222374,6.956628,79.856223,0.0,283.0,87
33,1668537313,417222424,6.941865,79.845938,0.0,29.1,195
34,1668537316,417222374,6.956632,79.856193,0.0,283.0,87
35,1668537316,412472870,6.992768,79.788972,2.9,291.9,292
36,1668537321,538004612,6.940188,79.847092,0.0,331.0,16
37,1668537333,417222424,6.941872,79.845932,0.0,0.0,195
38,1668537335,477714100,6.947263,79.837083,0.9,168.8,277
39,1668537336,417222374,6.956583,79.856125,0.0,283.0,87
40,1668537354,417222424,6.941892,79.84596,0.0,49.0,195
41,1668537354,455456000,6.957697,79.853577,0.0,24.2,77
42,1668537355,417222374,6.956573,79.856168,0.0,283.0,87
43,1668537374,417222424,6.941892,79.845925,0.0,0.0,195
44,1668537375,477714100,6.947173,79.837152,1.0,145.8,274
45,1668537376,417222374,6.95661,79.856172,0.0,283.0,87
46,1668537381,253665000,6.983283,79.826883,13.3,147.5,148
47,1668537381,253665000,6.983233,79.826917,13.3,147.5,148
48,1668537383,419001386,6.94685,79.845883,0.0,290.0,189
49,1668537385,215992000,6.946033,79.832598,0.0,275.4,270
50,1668537388,253665000,6.982867,79.827133,13.3,151.2,150
51,1668537393,417222424,6.941872,79.84595,0.0,0.0,195
52,1668537395,253665000,6.982483,79.827333,13.2,152.4,153
53,1668537396,477714100,6.947148,79.837185,0.9,144.3,272
54,1668537396,417222374,6.95662,79.85617,0.1,240.4,87
55,1668537402,253665000,6.98215,79.827517,13.2,152.7,154
56,1668537414,417222424,6.941912,79.845968,0.0,0.0,195
57,1668537434,417222424,6.941912,79.845963,0.0,41.1,195
58,1668537435,477714100,6.947052,79.83726,0.7,149.7,271
59,1668537436,417222374,6.956617,79.856163,0.1,243.7,87
60,1668537439,417222444,6.970357,79.817622,8.1,71.0,70
61,1668537453,417222424,6.9419,79.84596,0.0,0.0,195
62,1668537456,417222374,6.95662,79.856162,0.1,250.3,87
63,1668537462,253665000,6.978817,79.829117,13.1,153.5,155
64,1668537472,417222424,6.941913,79.845943,0.0,0.0,195
65,1668537475,417222374,6.956622,79.856158,0.1,245.2,87
66,1668537481,253665000,6.977767,79.829633,13.2,154.5,153
67,1668537515,417222374,6.956627,79.856145,0.1,249.1,87
68,1668537516,477714100,6.946822,79.837353,0.7,157.4,269
69,1668537535,417222374,6.956647,79.856132,0.1,273.2,87
70,1668537541,253665000,6.9745,79.831367,13.3,149.3,150
71,1668537555,477714100,6.946707,79.837375,0.7,170.0,269
72,1668537556,417222374,6.956647,79.856128,0.1,276.8,87
73,1668537582,253665000,6.9723,79.83265,13.3,149.5,152
74,1668537592,417222424,6.941895,79.84595,0.0,352.8,194
75,1668537595,477714100,6.946602,79.837382,0.6,174.8,268
76,1668537597,417222374,6.956643,79.856128,0.1,272.9,87
77,1668537601,253665000,6.971217,79.83315,13.3,156.5,157
78,1668537615,417222374,6.956642,79.85613,0.1,272.2,87
79,1668537621,253665000,6.97005,79.833567,13.2,164.5,164
80,1668537633,417222424,6.941883,79.845932,0.0,359.8,194
81,1668537635,417222374,6.956642,79.856133,0.1,271.2,87
82,1668537636,477714100,6.946507,79.837382,0.5,175.8,268
83,1668537642,253665000,6.9688,79.83385,13.1,171.0,170
84,1668537652,417222424,6.941882,79.84592,0.0,0.0,194
85,1668537655,477714100,6.946473,79.837383,0.5,174.5,268
86,1668537657,417222374,6.956643,79.85614,0.1,265.7,87
87,1668537661,253665000,6.967717,79.834017,13.1,173.4,173
88,1668537675,417222374,6.956643,79.85614,0.1,266.8,87
89,1668537681,253665000,6.966483,79.83415,12.9,175.1,175
90,1668537693,417222424,6.941918,79.845907,0.0,355.8,195
91,1668537695,417222374,6.956638,79.856135,0.1,265.8,87
92,1668537702,253665000,6.965233,79.83425,12.6,176.2,178
93,1668537715,455456000,6.95768,79.853583,0.0,24.2,77
94,1668537716,477714100,6.946387,79.837387,0.0,174.6,269
95,1668537717,417222374,6.956637,79.85613,0.1,272.0,87
96,1668537735,417222374,6.956643,79.856122,0.1,279.3,87
97,1668537743,419001386,6.946867,79.84575,0.1,283.0,189
98,1668537744,215992000,6.946035,79.832603,0.0,209.1,270
99,1668537755,417222374,6.956633,79.856185,0.0,279.6,87
100,1668537756,477714100,6.946325,79.837397,0.1,177.3,271
101,1668537762,253665000,6.961883,79.8343,11.3,185.6,185
102,1668537777,417222374,6.956637,79.856165,0.1,97.6,87
103,1668537781,253665000,6.96095,79.834133,10.9,193.0,193
104,1668537788,419000313,6.954562,79.8557,0.1,272.6,276
105,1668537788,253665000,6.960617,79.83405,10.7,195.8,196
106,1668537795,417222374,6.956638,79.856157,0.0,93.8,87
107,1668537815,417222374,6.956635,79.856157,0.0,93.8,87
108,1668537820,417222444,6.97243,79.831223,7.8,103.0,111
109,1668537835,253665000,6.958883,79.8329,8.2,231.1,231
110,1668537836,477714100,6.946317,79.837438,0.2,172.0,269
111,1668537841,253665000,6.958767,79.832733,7.8,236.3,236
112,1668537852,417222424,6.941848,79.84596,0.0,45.0,195
113,1668537855,477714100,6.946305,79.837447,0.2,170.9,269
114,1668537855,253665000,6.958517,79.8323,7.4,241.3,243
115,1668537855,417222374,6.956625,79.856183,0.0,93.8,87
116,1668537861,253665000,6.958417,79.832117,7.2,242.0,244
117,1668537875,477714100,6.94629,79.837453,0.2,195.0,269
118,1668537875,253665000,6.958217,79.8317,7.0,245.2,246
119,1668537876,417222374,6.956628,79.856162,0.0,93.8,87
120,1668537880,417222444,6.971605,79.833298,7.9,112.0,121
121,1668537883,219363000,6.958117,79.855407,0.0,277.0,78
122,1668537889,253665000,6.95805,79.831317,6.8,249.2,249
123,1668537901,253665000,6.957917,79.830967,6.8,249.5,251
124,1668537912,417222424,6.94191,79.845908,0.0,0.0,195
125,1668537921,253665000,6.957717,79.830333,6.6,251.2,253
126,1668537932,417222424,6.941902,79.845922,0.0,39.0,195
127,1668537935,477714100,6.946205,79.837447,0.1,200.9,271
128,1668537936,417222374,6.956635,79.856155,0.0,93.8,87
129,1668537942,253665000,6.957517,79.829717,6.5,252.2,253
130,1668537975,477714100,6.946163,79.837428,0.2,211.8,271
131,1668537977,417222374,6.956638,79.856137,0.0,112.0,87
132,1668537992,417222424,6.941908,79.845913,0.0,28.8,195
133,1668537995,477714100,6.946153,79.837412,0.2,217.9,271
134,1668537996,417222374,6.956638,79.856128,0.0,112.0,87
135,1668538013,417222424,6.941905,79.84591,0.0,0.0,195
136,1668538016,417222374,6.956642,79.856128,0.0,112.0,87
137,1668538016,477714100,6.946145,79.837403,0.3,224.4,271
138,1668538032,417222424,6.941903,79.845918,0.0,31.6,195
139,1668538041,538004612,6.940217,79.84709,0.0,331.0,16
140,1668538052,417222424,6.941897,79.84592,0.0,23.5,195
141,1668538056,417222374,6.956642,79.856127,0.0,217.0,87
142,1668538074,455456000,6.95773,79.853613,0.0,24.2,77
143,1668538076,417222374,6.956638,79.856128,0.1,213.0,87
144,1668538076,477714100,6.946127,79.837368,0.1,223.8,270
145,1668538088,636018145,7.017043,79.739267,6.3,95.5,101
146,1668538095,253665000,6.955367,79.826833,4.0,206.1,207
147,1668538097,417222374,6.956635,79.85613,0.0,208.9,87
148,1668538102,253665000,6.95525,79.826783,3.9,203.2,205
149,1668538102,419001386,6.946767,79.84585,0.1,256.0,189
150,1668538105,215992000,6.946035,79.832602,0.0,333.0,270
151,1668538108,253665000,6.955167,79.826733,3.8,200.8,204
152,1668538116,417222374,6.956632,79.856128,0.1,206.1,87
153,1668538120,417222444,6.965858,79.840345,8.3,135.4,142
154,1668538136,417222374,6.956632,79.856125,0.1,206.7,87
155,1668538145,419000313,6.95457,79.85575,0.1,208.6,276
156,1668538155,477714100,6.946115,79.837335,0.1,286.7,271
157,1668538157,417222374,6.956622,79.856137,0.0,218.6,87
158,1668538159,417222444,6.964617,79.841293,8.3,140.8,146
159,1668538176,417222374,6.956617,79.856142,0.1,223.3,87
160,1668538188,636018145,7.016792,79.742403,7.1,95.3,101
161,1668538196,417222374,6.95662,79.856143,0.1,222.2,87
162,1668538217,417222374,6.956623,79.856143,0.1,219.5,87
163,1668538234,417222424,6.94191,79.84591,0.0,0.0,195
164,1668538236,417222374,6.956623,79.85614,0.1,225.8,87
165,1668538248,636018145,7.016598,79.744422,7.3,98.3,103
166,1668538253,417222424,6.941897,79.845918,0.0,0.0,194
167,1668538256,417222374,6.956635,79.856135,0.1,252.6,87
168,1668538260,417222444,6.961263,79.843308,8.5,150.5,154
169,1668538261,253665000,6.953183,79.826033,2.2,200.4,202
170,1668538272,417222424,6.941888,79.845917,0.0,354.4,194
171,1668538277,417222374,6.956642,79.85614,0.1,269.5,87
172,1668538279,417222444,6.960558,79.843685,8.5,151.4,156
173,1668538294,417222424,6.941883,79.845915,0.0,0.0,194
174,1668538296,417222374,6.956642,79.856142,0.1,274.2,87
175,1668538298,417222444,6.95986,79.844005,8.5,153.0,157
176,1668538313,417222424,6.94189,79.84594,0.0,0.0,194
177,1668538316,417222374,6.95664,79.856142,0.1,263.9,87
178,1668538320,417222444,6.9591,79.844347,8.5,154.2,157
179,1668538333,417222424,6.941875,79.845927,0.0,20.6,194
180,1668538336,417222374,6.956635,79.856137,0.1,259.6,87
181,1668538340,417222444,6.958383,79.844683,8.4,154.9,158
182,1668538342,253665000,6.952517,79.8258,1.7,196.2,200
183,1668538354,417222424,6.941893,79.84594,0.0,16.1,194
184,1668538356,417222374,6.956632,79.856132,0.0,269.5,87
185,1668538358,417222444,6.957722,79.844972,8.3,155.5,158
186,1668538377,417222374,6.95663,79.856122,0.1,271.7,87
187,1668538380,417222444,6.957018,79.845297,8.0,155.4,158
188,1668538381,253665000,6.95225,79.825733,1.4,192.3,195
189,1668538400,417222444,6.956395,79.845587,7.7,155.2,158
190,1668538401,538004612,6.940207,79.847083,0.0,331.0,16
191,1668538416,417222374,6.956627,79.856125,0.1,272.3,87
192,1668538418,417222444,6.955835,79.845847,7.4,155.0,159
193,1668538435,455456000,6.957707,79.853583,0.0,24.2,77
194,1668538437,417222374,6.95663,79.85613,0.0,272.3,87
195,1668538440,417222444,6.955198,79.846113,7.2,155.9,157
196,1668538456,417222374,6.956632,79.85613,0.1,259.1,87
197,1668538460,417222444,6.954618,79.846362,7.0,156.2,150
198,1668538463,419001386,6.94675,79.84585,0.0,271.0,189
199,1668538464,215992000,6.946037,79.832598,0.0,258.2,270
200,1668538476,417222374,6.956623,79.856125,0.0,262.3,87
201,1668538478,417222444,6.954097,79.846607,6.7,155.5,130
202,1668538482,636022436,6.936417,79.729657,0.0,19.9,121
203,1668538497,417222374,6.956622,79.856125,0.1,264.9,87
204,1668538500,417222444,6.95369,79.846993,6.1,146.4,108
205,1668538506,419000313,6.954515,79.855733,0.0,228.4,276
206,1668538516,417222374,6.95663,79.856128,0.1,245.9,87
207,1668538520,417222444,6.95347,79.847448,5.6,132.8,91
208,1668538536,417222374,6.956635,79.856128,0.1,250.6,87
209,1668538538,417222444,6.953392,79.847903,5.2,118.0,74
210,1668538541,253665000,6.951383,79.82565,0.9,181.9,183
211,1668538557,417222374,6.956635,79.856132,0.1,258.6,87
212,1668538560,417222444,6.953478,79.848413,4.8,99.9,54
213,1668538562,253665000,6.951317,79.82565,0.7,176.7,182
214,1668538576,417222374,6.956635,79.856138,0.0,261.9,87
215,1668538579,417222444,6.95371,79.848798,4.5,79.3,43
216,1668538593,417222424,6.941888,79.845907,0.0,44.7,195
217,1668538596,417222374,6.956633,79.856142,0.0,261.9,87
218,1668538612,417222424,6.941885,79.845913,0.0,43.5,195
219,1668538616,417222374,6.956632,79.856142,0.1,267.9,87
220,1668538620,417222444,6.954408,79.849417,4.6,50.0,31
221,1668538636,417222374,6.956633,79.856138,0.1,269.6,87
222,1668538640,417222444,6.954832,79.84965,4.7,39.9,29
223,1668538642,253665000,6.951117,79.825667,0.4,176.1,180
224,1668538643,636019054,6.94552,79.777752,0.0,320.1,79
225,1668538656,417222374,6.956633,79.856133,0.1,272.9,87
226,1668538676,417222374,6.956632,79.856128,0.0,272.3,87
227,1668538682,253665000,6.951033,79.825667,0.4,182.3,180
228,1668538695,417222374,6.956628,79.856125,0.1,268.3,87
229,1668538699,417222444,6.956057,79.850245,4.8,28.1,30
230,1668538701,253665000,6.951017,79.825683,0.4,179.2,179
231,1668538706,636018145,7.01394,79.763198,9.8,98.3,103
232,1668538736,417222374,6.956625,79.856127,0.0,266.0,87
233,1668538740,417222444,6.95678,79.850617,4.4,27.6,28
234,1668538755,417222374,6.956623,79.856122,0.0,257.6,87
235,1668538759,417222444,6.9571,79.850777,4.2,26.6,30
236,1668538766,636018145,7.01358,79.765948,10.0,98.2,104
237,1668538776,417222374,6.956623,79.856122,0.1,199.6,87
238,1668538780,417222444,6.957405,79.850915,3.9,25.2,35
239,1668538794,455456000,6.95765,79.853602,0.0,24.2,77
240,1668538796,417222374,6.95662,79.856122,0.1,198.6,87
241,1668538800,417222444,6.957695,79.851065,3.6,26.3,39
242,1668538815,417222374,6.9566,79.856133,0.1,202.7,87
243,1668538819,417222444,6.957958,79.851228,3.4,28.5,43
244,1668538823,419001386,6.946667,79.8458,0.0,308.0,189
245,1668538825,215992000,6.946035,79.832597,0.0,209.4,270
246,1668538838,417222444,6.958185,79.851362,3.2,31.0,46
247,1668538841,253665000,6.950783,79.825683,0.4,176.9,179
248,1668538842,636022436,6.936513,79.729722,0.1,60.9,123
249,1668538856,417222374,6.956672,79.856125,0.0,201.6,87
250,1668538860,417222444,6.95839,79.851535,3.0,34.3,49
251,1668538862,253665000,6.95075,79.825683,0.3,195.9,179
252,1668538867,419000313,6.954537,79.85574,0.0,228.4,276
253,1668538875,417222374,6.956687,79.856132,0.0,201.6,87
254,1668538879,417222444,6.958558,79.851685,2.8,36.9,52
255,1668538897,417222374,6.956635,79.856123,0.0,201.6,87
256,1668538898,417222444,6.958737,79.85182,2.6,39.2,56
257,1668538901,253665000,6.95075,79.825683,0.1,357.1,178
258,1668538922,253665000,6.950767,79.825683,0.2,356.6,178
259,1668538935,417222374,6.956633,79.856118,0.0,201.6,87
260,1668538939,417222444,6.959012,79.852148,2.3,46.0,62
261,1668538957,417222374,6.956625,79.856125,0.0,201.6,87
262,1668538958,417222444,6.959137,79.852328,2.3,49.8,64
263,1668538976,417222374,6.956628,79.856133,0.0,201.6,87
264,1668538980,417222444,6.959267,79.852523,2.3,53.2,66
265,1668539004,636019054,6.945628,79.777743,0.0,33.2,82
